"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",36.52,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",34.31,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",33.15,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",32.27,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",32.02,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",30.41,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",30.25,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",31.5,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",31.29,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",29.35,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",30.66,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",31.05,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",28.97,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",30.78,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",29.81,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",30.74,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",29.8,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",31.25,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",32.82,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",38.31,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",40.53,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",45.06,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",38.39,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",37.17,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",31.15,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",33.05,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",31.1,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",28.35,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",29.52,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",29.1,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",30.27,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",27.37,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",24.73,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",24.56,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",18.98,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",15.77,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",15.02,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",13.07,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",13.94,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",11.04,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",13.13,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",13.42,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",13.54,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",15.45,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",15.49,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",13.91,
"CUB","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",1.55,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",1.22,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",1.17,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",0.69,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",1.11,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",1.21,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",1.11,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",1.08,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",1.02,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",0.72,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",0.71,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",0.7,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",0.65,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",0.71,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",0.73,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",0.65,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",0.55,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",0.5,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",0.48,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",0.45,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",0.4,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",0.35,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",0.32,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",0.72,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",2.63,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",2.41,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",2.41,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",2.32,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",2.31,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",2.14,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",2.15,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",2.22,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",2.17,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",2.42,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",2.42,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",2.42,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",3,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",3.67,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",3.96,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",4.32,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",5.1,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",5.81,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",6.95,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",6.71,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",7.27,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",7.11,
"CYP","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",7.57,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",7.45,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",7.47,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",7.33,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",7.23,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",6.96,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",6.74,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",6.4,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",6.1,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",5.84,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",5.76,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",5.59,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",5.47,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",5.42,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",5.49,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",5.74,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",6.14,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",6.4,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",6.46,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",6.91,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",7.11,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",7.93,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",8.35,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",9.37,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",10.14,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",10.83,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",10.32,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",10.86,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",10.23,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",9.55,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",9.43,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",9.88,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",10.16,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",10.3,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",10.18,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",9.91,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",12.01,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",11.27,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",13.71,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",15.04,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",19.93,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",19.55,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",26.01,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",23.05,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",25.04,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",25.03,
"PRK","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",87.76,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",87.78,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",87.45,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",86.95,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",87.45,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",88.87,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",88.68,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",88.7,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",87.45,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",89.58,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",87.85,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",90.36,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",87.82,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",86.41,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",89.46,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",90.71,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",89.96,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",89.56,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",91.42,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",88.84,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",91.26,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",92.99,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",93.6,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",96.01,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",95.47,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",95.12,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",95.66,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",96.09,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",97.37,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",98.75,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",99.07,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",99.05,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",98.73,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",98.63,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",98.31,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",97.97,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",97.76,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",97.21,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",97.61,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",97.25,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",96.36,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",96.92,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",95.62,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",94.32,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",96.99,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",97.9,
"COD","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",51.79,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",45.65,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",42.13,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",41.27,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",40.78,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",41.88,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",40.16,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",40.6,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",40.29,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",38.64,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",43.78,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",47.72,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",41.29,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",41.86,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",32.34,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",31.21,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",27.58,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",24.35,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",21.42,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",23.51,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",23.78,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",21.18,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",18.9,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",16.38,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",15.02,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",14.38,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",12.77,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",13.78,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1999",13.96,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2000",12.87,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2001",12.88,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2002",12.35,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2003",13.75,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2004",15.47,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2005",14.33,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2006",14.17,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2007",13.4,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2008",13.45,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2009",13.66,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2010",13.05,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2011",12.81,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2012",13.03,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2013",13.86,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2014",13.57,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2015",11.82,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2016",12.67,
"DOM","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","2017",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1960",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1961",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1962",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1963",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1964",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1965",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1966",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1967",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1968",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1969",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1970",,"L"
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1971",50.95,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1972",49.01,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1973",46.1,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1974",37.92,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1975",34.42,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1976",30.33,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1977",24.88,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1978",23.88,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1979",22.56,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1980",21.14,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1981",19.56,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1982",20.25,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1983",23.18,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1984",24.76,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1985",23.92,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1986",24.24,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1987",25.75,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1988",25.45,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1989",26.22,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1990",21.79,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1991",21.35,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1992",18.19,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1993",20.32,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1994",19.61,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1995",15.89,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1996",16.59,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1997",14.25,
"ECU","RENEWABLE","TOT","PC_PRYENRGSUPPLY","A","1998",15.04,
